Market_and_Exchange_Names,Report_Date,NonComm_Long,NonComm_Short,Open_Interest,Net
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-06-01,11051,4652,36615,6399
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-06-08,10573,5112,36796,5461
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-06-15,10677,4823,37740,5854
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-06-22,10403,5146,39229,5257
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-06-29,11275,5239,40989,6036
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-07-06,11517,5378,41431,6139
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-07-13,12623,5022,43009,7601
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-07-20,12565,4779,41632,7786
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-07-27,12248,4720,41845,7528
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-08-03,11472,4868,41917,6604
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-08-10,9268,4796,37999,4472
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-08-17,8887,4502,36673,4385
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-08-24,11887,5006,42520,6881
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-08-31,12762,5609,41818,7153
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-09-07,11756,5938,39992,5818
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-09-14,10753,5448,39592,5305
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-09-21,9308,5360,40015,3948
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-09-28,7310,4918,36725,2392
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-10-05,7994,5191,34650,2803
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-10-12,6242,6814,34160,-572
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-10-19,5929,7269,34916,-1340
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-10-26,5508,6824,34522,-1316
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-11-02,5196,5671,28673,-475
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-11-09,5245,5645,29986,-400
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-11-16,7002,5273,32616,1729
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-11-23,8922,5214,35753,3708
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-11-30,11759,5053,40972,6706
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-12-07,12848,4748,42283,8100
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-12-14,13568,4892,44392,8676
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-12-21,14872,4808,48796,10064
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2010-12-28,15563,4552,52323,11011
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-01-04,16537,4113,54416,12424
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-01-11,17554,3870,56380,13684
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-01-18,18243,4266,59839,13977
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-01-25,18346,3827,60203,14519
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-02-01,16899,3759,57520,13140
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-02-08,15652,3250,55403,12402
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-02-15,15587,2641,55083,12946
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-02-22,15871,2397,56910,13474
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-03-01,16212,2770,56259,13442
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-03-08,16457,2791,55127,13666
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-03-15,15750,1430,52820,14320
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-03-22,13148,1060,48151,12088
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-03-29,15130,1303,49949,13827
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-04-05,14734,1756,48352,12978
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-04-12,14502,1947,48540,12555
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-04-19,14012,2300,47518,11712
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-04-26,14031,2639,45870,11392
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-05-03,13810,3398,46940,10412
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-05-10,11189,2687,44283,8502
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-05-17,11588,3056,43696,8532
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-05-24,9277,3405,42709,5872
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-05-31,7539,3902,39391,3637
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-06-07,7264,4557,40910,2707
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-06-14,7129,4574,40875,2555
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-06-21,6584,4334,41547,2250
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-06-28,7233,3469,42785,3764
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-07-05,9093,3249,44430,5844
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-07-12,10421,3082,48036,7339
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-07-19,9712,3065,46829,6647
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-07-26,8444,3612,45816,4832
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-08-02,8119,3826,44389,4293
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-08-09,5647,3988,39837,1659
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-08-16,5759,4175,40006,1584
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-08-23,5998,5489,40373,509
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-08-30,4835,5838,35838,-1003
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-09-06,4648,5754,36195,-1106
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-09-13,5590,5446,37068,144
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-09-20,7102,5079,40690,2023
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-09-27,7782,5248,41992,2534
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-10-04,8504,3661,39106,4843
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-10-11,8883,3920,38282,4963
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-10-18,9813,3077,41167,6736
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-10-25,10131,2528,41105,7603
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-11-01,9162,2331,36326,6831
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-11-08,9444,2475,37737,6969
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-11-15,10011,2521,38588,7490
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-11-22,9383,2490,36227,6893
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-11-29,9074,2656,35505,6418
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-12-06,8689,2419,35054,6270
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-12-13,8865,2748,34383,6117
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-12-20,9103,2916,34725,6187
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2011-12-27,10360,2869,37346,7491
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-01-03,11558,3164,39571,8394
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-01-10,12824,3879,42666,8945
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-01-17,14757,3835,45475,10922
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-01-24,17120,3930,49752,13190
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-01-31,17733,4223,49598,13510
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-02-07,18509,3925,52912,14584
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-02-14,19214,4217,55971,14997
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-02-21,21030,4498,60778,16532
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-02-28,21901,4594,62378,17307
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-03-06,21930,4445,61978,17485
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-03-13,19431,4152,60570,15279
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-03-20,17349,3779,58320,13570
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-03-27,16941,3699,56590,13242
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-04-03,13131,3206,48513,9925
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-04-10,11042,3789,48797,7253
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-04-17,11750,5856,48545,5894
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-04-24,11140,7091,50581,4049
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-05-01,11284,8442,49281,2842
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-05-08,12886,8234,50667,4652
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-05-15,12769,8311,49000,4458
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-05-22,13675,8192,50416,5483
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-05-29,11288,6971,45384,4317
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-06-05,10877,6444,45435,4433
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-06-12,11645,5489,47029,6156
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-06-19,8635,5407,44058,3228
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-06-26,6833,6877,45219,-44
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-07-03,5886,7687,46043,-1801
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-07-10,6233,7804,47587,-1571
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-07-17,5157,7601,51520,-2444
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-07-24,4308,8014,49298,-3706
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-07-31,4601,7975,50230,-3374
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-08-07,4437,8624,49934,-4187
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-08-14,4151,8221,48598,-4070
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-08-21,3836,9649,50091,-5813
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-08-28,4407,10703,50267,-6296
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-09-04,3718,9353,41018,-5635
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-09-11,3054,8495,39674,-5441
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-09-18,2890,8669,39124,-5779
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-09-25,4414,9365,39990,-4951
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-10-02,3322,8173,35330,-4851
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-10-09,3245,8795,34311,-5550
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-10-16,3921,9234,34275,-5313
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-10-23,3771,6859,31932,-3088
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-10-30,4508,7163,28996,-2655
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-11-06,4591,7856,29513,-3265
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-11-13,5104,9479,31049,-4375
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-11-20,5393,10432,29837,-5039
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-11-27,5114,9692,29337,-4578
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-12-04,5050,10396,31885,-5346
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-12-11,5049,6639,30607,-1590
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-12-18,6074,5344,33468,730
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-12-24,6336,6396,34453,-60
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2012-12-31,6488,7477,34816,-989
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-01-08,6950,8032,37411,-1082
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-01-15,4689,7153,36616,-2464
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-01-22,3412,7298,37148,-3886
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-01-29,4651,8933,38410,-4282
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-02-05,7078,9031,37407,-1953
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-02-12,7291,10407,42744,-3116
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-02-19,8171,12378,45585,-4207
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-02-26,7147,13221,46141,-6074
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-03-05,7250,14283,46821,-7033
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-03-12,6895,14564,49509,-7669
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-03-19,6456,13072,50581,-6616
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-03-26,5513,12512,52738,-6999
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-04-02,7458,11427,45190,-3969
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-04-09,7409,10462,44155,-3053
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-04-16,7323,11087,45710,-3764
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-04-23,7369,14259,47864,-6890
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-04-30,6964,12219,41943,-5255
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-05-07,5924,12715,41354,-6791
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-05-14,5126,13589,42051,-8463
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-05-21,4970,13771,42772,-8801
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-05-28,4980,12560,37184,-7580
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-06-04,4601,12462,37563,-7861
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-06-11,4688,12609,37973,-7921
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-06-18,4784,13111,39052,-8327
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-06-25,4969,12296,37935,-7327
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-07-02,5630,9147,38461,-3517
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-07-09,5714,8607,38024,-2893
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-07-16,6175,7418,38867,-1243
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-07-23,6271,6212,39826,59
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-07-30,6195,5184,40589,1011
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-08-06,6377,4019,41786,2358
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-08-13,6828,4403,43045,2425
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-08-20,6759,4057,43782,2702
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-08-27,5383,4323,42246,1060
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-09-03,5920,3848,36823,2072
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-09-10,6251,3883,34431,2368
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-09-17,6481,3816,33676,2665
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-09-24,8441,3196,37249,5245
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-10-01,9508,2642,37982,6866
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-10-08,11100,2621,40582,8479
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-10-15,12678,2556,43029,10122
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-10-22,13553,2490,45296,11063
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-10-29,12924,2928,45951,9996
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-11-05,10621,3685,42377,6936
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-11-12,10741,4523,43476,6218
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-11-19,10974,4998,44710,5976
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-11-26,10040,4585,41108,5455
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-12-03,11394,4764,43483,6630
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-12-10,12177,4865,45409,7312
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-12-17,14575,5849,50822,8726
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-12-24,14802,6230,52053,8572
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2013-12-31,14868,5951,52846,8917
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-01-07,14965,6941,56027,8024
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-01-14,15206,7497,58038,7709
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-01-21,15928,7168,59926,8760
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-01-28,16397,7122,61999,9275
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-02-04,15992,7015,55892,8977
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-02-11,16783,7319,53876,9464
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-02-18,17532,7169,55823,10363
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-02-25,17331,6477,56523,10854
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-03-04,16120,5559,56672,10561
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-03-11,16256,5246,57801,11010
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-03-18,16640,4388,58278,12252
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-03-25,18024,4672,60015,13352
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-04-01,17024,3695,55002,13329
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-04-08,16462,2796,54980,13666
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-04-15,17160,2974,54083,14186
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-04-22,15741,3264,47930,12477
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-04-29,16533,3846,48814,12687
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-05-06,17222,4956,52129,12266
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-05-13,18305,5581,53324,12724
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-05-20,18711,5594,55757,13117
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-05-27,17202,5185,51762,12017
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-06-03,17804,5051,53401,12753
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-06-10,16973,6690,55696,10283
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-06-17,15918,7438,57147,8480
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-06-24,14828,7531,59048,7297
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-07-01,13961,7171,60591,6790
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-07-08,13137,7106,61579,6031
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-07-15,13962,7459,60928,6503
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-07-22,13067,6159,60277,6908
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-07-29,12684,5819,59978,6865
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-08-05,13449,7098,59273,6351
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-08-12,13595,6894,58181,6701
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-08-19,13435,7477,58761,5958
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-08-26,13663,7948,56916,5715
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-09-02,13275,7920,50096,5355
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-09-09,14530,8136,55068,6394
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-09-16,14137,8164,56587,5973
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-09-23,14636,8196,58623,6440
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-09-30,13674,7607,54779,6067
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-10-07,12579,7276,57268,5303
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-10-14,12919,7277,58685,5642
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-10-21,12947,6091,59510,6856
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-10-28,13331,6398,62087,6933
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-11-04,12524,7263,55531,5261
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-11-11,13229,7226,57095,6003
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-11-18,13426,7529,57360,5897
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-11-25,13443,8071,50883,5372
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-12-02,13810,8084,53083,5726
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-12-09,14631,8763,55477,5868
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-12-16,13594,6909,59707,6685
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-12-23,11013,4656,55663,6357
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2014-12-30,10190,4610,54974,5580
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-01-06,9474,5109,55150,4365
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-01-13,10055,4628,58442,5427
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-01-20,10020,4903,60799,5117
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-01-27,9499,4891,61496,4608
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-02-03,8687,5149,50443,3538
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-02-10,7976,5517,50019,2459
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-02-17,8023,5886,52461,2137
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-02-24,8266,5404,55108,2862
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-03-03,9293,5569,54567,3724
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-03-10,10707,6581,53756,4126
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-03-17,11440,6401,55564,5039
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-03-24,11194,6585,56595,4609
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-03-31,11478,6954,51438,4524
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-04-07,12214,7036,52587,5178
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-04-14,11384,5705,51679,5679
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-04-21,11731,5710,51418,6021
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-04-28,11428,5485,50079,5943
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-05-05,11223,5798,48140,5425
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-05-12,12759,5628,48135,7131
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-05-19,13691,5239,49453,8452
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-05-26,14298,4971,45933,9327
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-06-02,16001,5662,48968,10339
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-06-09,16116,6571,51101,9545
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-06-16,16705,7551,53863,9154
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-06-23,17846,7742,56599,10104
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-06-30,14712,6356,55440,8356
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-07-07,14855,6317,54975,8538
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-07-14,12789,6094,55541,6695
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-07-21,13713,6708,56833,7005
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-07-28,13554,7178,57422,6376
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-08-04,13739,7636,57257,6103
FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE,2015-08-11,13594,8199,56569,5395
